Sample in Buffer,Sample in Window,TRIGGER,DAC_I[11:0],DAC_Q[11:0],tx_serial,I_16M[15:0],Q_16M[15:0],error_tdata[15:0],feedback_tdata[15:0],I_1M[15:0],Q_1M[15:0],clk_1M_out,gardner_error[15:0],gardner_increment[15:0],BPSK_raw,QPSK_raw[1:0],SD_flag,PD_flag,BD_flag,rx_data_tlast,BPSK,QPSK[1:0],rx_serial,Rx_valid,ADC_I[11:0],ADC_Q[11:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,HEX,SIGNED,SIGNED,HEX,BINARY,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED,SIGNED
6409,6409,0,-2,2046,0,1905,-1118,3,0,ff8f,09a9,0,-3,8192,0,10,1,1,1,0,0,0,1,0,-1336,-24
6410,6410,0,-2,2046,0,1905,-1118,3,0,ff8f,09a9,0,-22,8192,0,10,1,1,1,0,0,0,1,0,-1428,-799
6411,6411,0,-2046,-2,0,1914,-594,9,4,ff8f,09a9,0,24,8192,0,10,1,1,1,0,0,0,1,0,-1482,-1541
6412,6412,0,-2046,-2,0,1914,-594,9,4,ff8f,09a9,0,6,8192,0,10,1,1,1,0,0,0,1,0,923,-447
6413,6413,0,2,-2046,0,2485,-363,36,9,ff8f,09a9,0,-4,8192,0,10,1,1,1,0,0,0,1,0,2047,735
6414,6414,0,2,-2046,0,2485,-363,36,9,ff8f,09a9,0,-12,8192,0,10,1,1,1,0,0,0,1,0,1433,1208
6415,6415,0,2046,2,0,2490,263,50,15,ff8f,09a9,0,-18,8192,0,10,1,1,1,0,0,0,1,0,80,728
6416,6416,0,2046,2,0,2490,263,50,15,ff8f,09a9,0,-19,8192,0,10,1,1,1,0,0,0,1,0,-720,35
6417,6417,0,-2,2046,0,2717,458,92,22,ff8f,09a9,0,-21,8192,0,10,1,1,1,0,0,0,1,0,-1327,-50
6418,6418,0,-2,2046,0,2717,458,92,22,ff8f,09a9,0,-26,8192,0,10,1,1,1,0,0,0,1,0,-1415,-798
6419,6419,0,-2046,-2,0,2518,1123,93,29,ff8f,09a9,0,-20,8192,0,10,1,1,1,0,0,0,1,0,-1567,-1533
6420,6420,0,-2046,-2,0,2518,1123,93,29,ff8f,09a9,0,-10,8192,0,10,1,1,1,0,0,0,1,0,-1678,-440
6421,6421,0,2,-2046,0,2517,1260,109,34,ff8f,09a9,0,1,8192,0,10,1,1,1,0,0,0,1,0,-976,413
6422,6422,0,2,-2046,0,2517,1260,109,34,ff8f,09a9,0,16,8192,0,10,1,1,1,0,0,0,1,0,-976,413
6423,6423,0,2046,2,0,2211,1694,77,38,ff8f,09a9,0,-33,8192,0,10,1,1,1,0,0,0,1,0,-1388,-708
6424,6424,0,2046,2,0,2211,1694,77,38,0926,fe5b,1,-16,8192,0,10,1,1,1,0,0,0,1,0,-1512,-1590
6425,6425,0,-2,2046,0,2006,1399,72,38,0926,fe5b,0,3,8190,0,01,1,1,1,0,0,0,0,1,895,-422
6426,6426,0,-2,2046,0,2006,1399,72,38,0926,fe5b,0,20,8190,0,01,1,1,1,0,0,0,0,0,2047,746
6427,6427,0,-2046,-2,0,1277,1231,30,37,0926,fe5b,0,36,8190,0,01,1,1,1,0,0,0,0,0,1467,1175
6428,6428,0,-2046,-2,0,1277,1231,30,37,0926,fe5b,0,48,8190,0,01,1,1,1,0,0,0,0,0,62,741
6429,6429,0,2,-2046,0,770,960,31,32,0926,fe5b,0,57,8190,0,01,1,1,1,0,0,0,0,0,-762,81
6430,6430,0,2,-2046,0,770,960,31,32,0926,fe5b,0,-3,8190,0,01,1,1,1,0,0,0,0,0,-1302,-48
6431,6431,0,-2046,-2,0,171,566,1,26,0926,fe5b,0,1,8190,0,01,1,1,1,0,0,0,0,0,-1445,-815
6432,6432,0,-2046,-2,0,171,566,1,26,0926,fe5b,0,10,8190,0,01,1,1,1,0,0,0,0,0,-1462,-1536
6433,6433,0,2,-2046,0,-294,33,-6,19,0926,fe5b,0,11,8190,0,01,1,1,1,0,0,0,0,0,898,-416
6434,6434,0,2,-2046,0,-294,33,-6,19,0926,fe5b,0,1,8190,0,01,1,1,1,0,0,0,0,0,2047,764
6435,6435,0,2046,2,0,-679,-565,-5,13,0926,fe5b,0,-2,8190,0,01,1,1,1,0,0,0,0,0,1475,1173
6436,6436,0,2046,2,0,-679,-565,-5,13,0926,fe5b,0,3,8190,0,01,1,1,1,0,0,0,0,0,80,731
6437,6437,0,-2,2046,0,-848,-1225,1,7,0926,fe5b,0,-4,8190,0,01,1,1,1,0,0,0,0,0,-736,102
6438,6438,0,-2,2046,0,-848,-1225,1,7,0926,fe5b,0,-19,8190,0,01,1,1,1,0,0,0,0,0,-1321,-31
6439,6439,0,-2046,-2,0,-1154,-1716,2,2,0926,fe5b,0,-30,8190,0,01,1,1,1,0,0,0,0,0,-1321,-31
6440,6440,0,-2046,-2,0,-1154,-1716,2,2,0926,fe5b,0,-33,8190,0,01,1,1,1,0,0,0,0,0,-1438,-808
6441,6441,0,2,-2046,0,-884,-1913,-12,-3,0926,fe5b,0,18,8190,0,01,1,1,1,0,0,0,0,0,-1452,-1529
6442,6442,0,2,-2046,0,-884,-1913,-12,-3,0926,fe5b,0,5,8190,0,01,1,1,1,0,0,0,0,0,911,-445
6443,6443,0,2046,2,0,-787,-2557,-25,-9,0926,fe5b,0,-9,8190,0,01,1,1,1,0,0,0,0,0,2047,758
6444,6444,0,2046,2,0,-787,-2557,-25,-9,0926,fe5b,0,-21,8190,0,01,1,1,1,0,0,0,0,0,1444,1204
6445,6445,0,-2,2046,0,-443,-2641,-44,-15,0926,fe5b,0,29,8190,0,01,1,1,1,0,0,0,0,0,105,739
6446,6446,0,-2,2046,0,-443,-2641,-44,-15,0926,fe5b,0,16,8190,0,01,1,1,1,0,0,0,0,0,-735,31
6447,6447,0,-2046,-2,0,-388,-2895,-91,-23,0926,fe5b,0,2,8190,0,01,1,1,1,0,0,0,0,0,-1298,-21
6448,6448,0,-2046,-2,0,-388,-2895,-91,-23,0926,fe5b,0,-13,8190,0,01,1,1,1,0,0,0,0,0,-1451,-801
6449,6449,0,2,-2046,0,280,-2692,-104,-30,0926,fe5b,0,-25,8190,0,01,1,1,1,0,0,0,0,0,-1541,-1524
6450,6450,0,2,-2046,0,280,-2692,-104,-30,0926,fe5b,0,-32,8190,0,01,1,1,1,0,0,0,0,0,969,-451
6451,6451,0,2046,2,0,318,-2802,-126,-38,0926,fe5b,0,-38,8190,0,01,1,1,1,0,0,0,0,0,2047,739
6452,6452,0,2046,2,0,318,-2802,-126,-38,0926,fe5b,0,-41,8190,0,01,1,1,1,0,0,0,0,0,1456,1195
6453,6453,0,-2,2046,0,835,-2634,-110,-43,0926,fe5b,0,-36,8190,0,01,1,1,1,0,0,0,0,0,379,655
6454,6454,0,-2,2046,0,835,-2634,-110,-43,0926,fe5b,0,35,8190,0,01,1,1,1,0,0,0,0,0,1429,-595
6455,6455,0,-2046,-2,0,663,-2556,-119,-46,0926,fe5b,0,42,8190,0,01,1,1,1,0,0,0,0,0,1429,-595
6456,6456,0,-2046,-2,0,663,-2556,-119,-46,fdef,f5c4,1,53,8190,0,01,1,1,1,0,0,0,0,0,2047,-325
6457,6457,0,2,-2046,0,994,-2041,-96,-45,fdef,f5c4,0,3,8198,1,11,1,1,1,0,1,3,0,1,1377,1172
6458,6458,0,2,-2046,0,994,-2041,-96,-45,fdef,f5c4,0,-45,8198,1,11,1,1,1,0,1,3,0,0,112,949
6459,6459,0,2046,2,0,798,-1770,-93,-42,fdef,f5c4,0,-24,8198,1,11,1,1,1,0,1,3,0,0,-765,25
6460,6460,0,2046,2,0,798,-1770,-93,-42,fdef,f5c4,0,-2,8198,1,11,1,1,1,0,1,3,0,0,-1336,-52
6461,6461,0,-2,2046,0,693,-1389,-49,-36,fdef,f5c4,0,19,8198,1,11,1,1,1,0,1,3,0,0,-1472,-825
6462,6462,0,-2,2046,0,693,-1389,-49,-36,fdef,f5c4,0,43,8198,1,11,1,1,1,0,1,3,0,0,-1301,-1536
6463,6463,0,2046,2,0,443,-973,-39,-28,fdef,f5c4,0,3,8198,1,11,1,1,1,0,1,3,0,0,752,-412
6464,6464,0,2046,2,0,443,-973,-39,-28,fdef,f5c4,0,21,8198,1,11,1,1,1,0,1,3,0,0,2047,754
6465,6465,0,-2,2046,0,15,-536,-23,-21,fdef,f5c4,0,40,8198,1,11,1,1,1,0,1,3,0,0,1423,1169
6466,6466,0,-2,2046,0,15,-536,-23,-21,fdef,f5c4,0,-2,8198,1,11,1,1,1,0,1,3,0,0,93,738
6467,6467,0,-2046,-2,0,-450,-174,-12,-14,fdef,f5c4,0,3,8198,1,11,1,1,1,0,1,3,0,0,-756,95
6468,6468,0,-2046,-2,0,-450,-174,-12,-14,fdef,f5c4,0,-9,8198,1,11,1,1,1,0,1,3,0,0,-1331,-33
6469,6469,0,2,-2046,0,-882,290,-5,-9,fdef,f5c4,0,-12,8198,1,11,1,1,1,0,1,3,0,0,-1486,-830
6470,6470,0,2,-2046,0,-882,290,-5,-9,fdef,f5c4,0,-9,8198,1,11,1,1,1,0,1,3,0,0,-1377,-1519
6471,6471,0,2046,2,0,-1441,289,2,-5,fdef,f5c4,0,-12,8198,1,11,1,1,1,0,1,3,0,0,-1377,-1519
6472,6472,0,2046,2,0,-1441,289,2,-5,fdef,f5c4,0,-25,8198,1,11,1,1,1,0,1,3,0,0,853,-433
6473,6473,0,-2,2046,0,-1946,526,10,-2,fdef,f5c4,0,25,8198,1,11,1,1,1,0,1,3,0,0,2047,780
6474,6474,0,-2,2046,0,-1946,526,10,-2,fdef,f5c4,0,9,8198,1,11,1,1,1,0,1,3,0,0,1456,1215
6475,6475,0,-2046,-2,0,-2228,494,30,1,fdef,f5c4,0,-11,8198,1,11,1,1,1,0,1,3,0,0,94,718
6476,6476,0,-2046,-2,0,-2228,494,30,1,fdef,f5c4,0,-30,8198,1,11,1,1,1,0,1,3,0,0,-735,59
6477,6477,0,2,-2046,0,-2497,709,53,6,fdef,f5c4,0,14,8198,1,11,1,1,1,0,1,3,0,0,-1319,3
6478,6478,0,2,-2046,0,-2497,709,53,6,fdef,f5c4,0,-5,8198,1,11,1,1,1,0,1,3,0,0,-1473,-810
6479,6479,0,2046,2,0,-2326,180,72,12,fdef,f5c4,0,-29,8198,1,11,1,1,1,0,1,3,0,0,-1416,-1552
6480,6480,0,2046,2,0,-2326,180,72,12,fdef,f5c4,0,14,8198,1,11,1,1,1,0,1,3,0,0,904,-428
6481,6481,0,-2,2046,0,-2565,147,87,19,fdef,f5c4,0,-4,8198,1,11,1,1,1,0,1,3,0,0,2047,751
6482,6482,0,-2,2046,0,-2565,147,87,19,fdef,f5c4,0,-12,8198,1,11,1,1,1,0,1,3,0,0,1454,1178
6483,6483,0,-2046,-2,0,-2246,-369,82,25,fdef,f5c4,0,-21,8198,1,11,1,1,1,0,1,3,0,0,61,755
6484,6484,0,-2046,-2,0,-2246,-369,82,25,fdef,f5c4,0,-28,8198,1,11,1,1,1,0,1,3,0,0,-750,56
6485,6485,0,2,-2046,0,-2214,-362,100,32,fdef,f5c4,0,-33,8198,1,11,1,1,1,0,1,3,0,0,-1307,-68
6486,6486,0,2,-2046,0,-2214,-362,100,32,fdef,f5c4,0,-35,8198,1,11,1,1,1,0,1,3,0,0,-1431,-792
6487,6487,0,2046,2,0,-1842,-949,74,37,fdef,f5c4,0,-36,8198,1,11,1,1,1,0,1,3,0,0,-1431,-792
6488,6488,0,2046,2,0,-1842,-949,74,37,f682,028f,1,-31,8198,1,11,1,1,1,0,1,3,0,0,-1565,-1521
6489,6489,0,-2,2046,0,-1794,-1041,72,39,f682,028f,0,-22,8188,1,10,1,1,1,0,1,3,1,1,-1671,-446
6490,6490,0,-2,2046,0,-1794,-1041,72,39,f682,028f,0,-4,8188,1,10,1,1,1,0,1,3,1,0,-992,399
6491,6491,0,-2046,-2,0,-1609,-1471,38,38,f682,028f,0,12,8188,1,10,1,1,1,0,1,3,1,0,-1350,-706
6492,6492,0,-2046,-2,0,-1609,-1471,38,38,f682,028f,0,-34,8188,1,10,1,1,1,0,1,3,1,0,-1631,-1620
6493,6493,0,2,-2046,0,-1642,-1262,32,34,f682,028f,0,-15,8188,1,10,1,1,1,0,1,3,1,0,954,-428
6494,6494,0,2,-2046,0,-1642,-1262,32,34,f682,028f,0,2,8188,1,10,1,1,1,0,1,3,1,0,2047,764
6495,6495,0,-2046,-2,0,-1475,-1059,6,29,f682,028f,0,19,8188,1,10,1,1,1,0,1,3,1,0,1453,1161
6496,6496,0,-2046,-2,0,-1475,-1059,6,29,f682,028f,0,-24,8188,1,10,1,1,1,0,1,3,1,0,100,713
6497,6497,0,2,-2046,0,-1238,-688,16,22,f682,028f,0,-10,8188,1,10,1,1,1,0,1,3,1,0,-775,88
6498,6498,0,2,-2046,0,-1238,-688,16,22,f682,028f,0,-4,8188,1,10,1,1,1,0,1,3,1,0,-1332,-36
6499,6499,0,2046,2,0,-960,-310,16,16,f682,028f,0,4,8188,1,10,1,1,1,0,1,3,1,0,-1476,-830
6500,6500,0,2046,2,0,-960,-310,16,16,f682,028f,0,20,8188,1,10,1,1,1,0,1,3,1,0,-1370,-1540
6501,6501,0,-2,2046,0,-910,344,16,9,f682,028f,0,24,8188,1,10,1,1,1,0,1,3,1,0,818,-415
6502,6502,0,-2,2046,0,-910,344,16,9,f682,028f,0,21,8188,1,10,1,1,1,0,1,3,1,0,2047,768
6503,6503,0,-2046,-2,0,-489,1053,12,5,f682,028f,0,23,8188,1,10,1,1,1,0,1,3,1,0,2047,768
6504,6504,0,-2046,-2,0,-489,1053,12,5,f682,028f,0,24,8188,1,10,1,1,1,0,1,3,1,0,1433,1184
6505,6505,0,2,-2046,0,-279,1706,10,-1,f682,028f,0,20,8188,1,10,1,1,1,0,1,3,1,0,64,719
6506,6506,0,2,-2046,0,-279,1706,10,-1,f682,028f,0,6,8188,1,10,1,1,1,0,1,3,1,0,-734,65
6507,6507,0,2046,2,0,171,2118,-14,-6,f682,028f,0,0,8188,1,10,1,1,1,0,1,3,1,0,-1301,-14
6508,6508,0,2046,2,0,171,2118,-14,-6,f682,028f,0,-12,8188,1,10,1,1,1,0,1,3,1,0,-1414,-801
6509,6509,0,-2,2046,0,41,2359,-44,-12,f682,028f,0,-24,8188,1,10,1,1,1,0,1,3,1,0,-1553,-1539
6510,6510,0,-2,2046,0,41,2359,-44,-12,f682,028f,0,24,8188,1,10,1,1,1,0,1,3,1,0,984,-434
6511,6511,0,-2046,-2,0,370,2649,-69,-19,f682,028f,0,13,8188,1,10,1,1,1,0,1,3,1,0,2047,752
6512,6512,0,-2046,-2,0,370,2649,-69,-19,f682,028f,0,4,8188,1,10,1,1,1,0,1,3,1,0,1414,1202
6513,6513,0,2,-2046,0,104,2400,-85,-26,f682,028f,0,-9,8188,1,10,1,1,1,0,1,3,1,0,109,753
6514,6514,0,2,-2046,0,104,2400,-85,-26,f682,028f,0,-29,8188,1,10,1,1,1,0,1,3,1,0,-738,31
6515,6515,0,2046,2,0,160,2335,-105,-35,f682,028f,0,17,8188,1,10,1,1,1,0,1,3,1,0,-1307,-46
6516,6516,0,2046,2,0,160,2335,-105,-35,f682,028f,0,6,8188,1,10,1,1,1,0,1,3,1,0,-1414,-781
6517,6517,0,-2,2046,0,-422,1905,-88,-43,f682,028f,0,-9,8188,1,10,1,1,1,0,1,3,1,0,-1504,-1520
6518,6518,0,-2,2046,0,-422,1905,-88,-43,f682,028f,0,-23,8188,1,10,1,1,1,0,1,3,1,0,876,-465
6519,6519,0,-2046,-2,0,-620,1800,-83,-50,f682,028f,0,30,8188,1,10,1,1,1,0,1,3,1,0,876,-465
6520,6520,0,-2046,-2,0,-620,1800,-83,-50,0049,08fa,1,32,8188,1,10,1,1,1,0,1,3,1,0,2047,746
6521,6521,0,2,-2046,0,-1238,1607,-53,-54,0049,08fa,0,31,8196,0,00,1,1,1,0,0,0,1,1,1491,1154
6522,6522,0,2,-2046,0,-1238,1607,-53,-54,0049,08fa,0,25,8196,0,00,1,1,1,0,0,0,1,0,321,627
6523,6523,0,2046,2,0,-1153,1655,-44,-55,0049,08fa,0,33,8196,0,00,1,1,1,0,0,0,1,0,1469,-598
6524,6524,0,2046,2,0,-1153,1655,-44,-55,0049,08fa,0,-18,8196,0,00,1,1,1,0,0,0,1,0,2047,-337
6525,6525,0,-2,2046,0,-1578,1588,-17,-52,0049,08fa,0,-4,8196,0,00,1,1,1,0,0,0,1,0,1390,1105
6526,6526,0,-2,2046,0,-1578,1588,-17,-52,0049,08fa,0,8,8196,0,00,1,1,1,0,0,0,1,0,121,953
6527,6527,0,2046,2,0,-1214,1576,-22,-47,0049,08fa,0,25,8196,0,00,1,1,1,0,0,0,1,0,-755,51
6528,6528,0,2046,2,0,-1214,1576,-22,-47,0049,08fa,0,-22,8196,0,00,1,1,1,0,0,0,1,0,-1338,-73
6529,6529,0,-2,2046,0,-1176,1540,-1,-40,0049,08fa,0,-3,8196,0,00,1,1,1,0,0,0,1,0,-1447,-821
6530,6530,0,-2,2046,0,-1176,1540,-1,-40,0049,08fa,0,-42,8196,0,00,1,1,1,0,0,0,1,0,-1377,-1513
6531,6531,0,-2046,-2,0,-645,1689,-16,-31,0049,08fa,0,-20,8196,0,00,1,1,1,0,0,0,1,0,861,-479
6532,6532,0,-2046,-2,0,-645,1689,-16,-31,0049,08fa,0,-7,8196,0,00,1,1,1,0,0,0,1,0,2047,786
6533,6533,0,2,-2046,0,-31,1368,-16,-23,0049,08fa,0,9,8196,0,00,1,1,1,0,0,0,1,0,1445,1199
6534,6534,0,2,-2046,0,-31,1368,-16,-23,0049,08fa,0,28,8196,0,00,1,1,1,0,0,0,1,0,79,697
6535,6535,0,2046,2,0,651,1204,-38,-14,0049,08fa,0,-26,8196,0,00,1,1,1,0,0,0,1,0,79,697
6536,6536,0,2046,2,0,651,1204,-38,-14,0049,08fa,0,-25,8196,0,00,1,1,1,0,0,0,1,0,-758,54
6537,6537,0,-2,2046,0,1185,812,-29,-5,0049,08fa,0,-26,8196,0,00,1,1,1,0,0,0,1,0,-1326,-12
6538,6538,0,-2,2046,0,1185,812,-29,-5,0049,08fa,0,-23,8196,0,00,1,1,1,0,0,0,1,0,-1488,-834
6539,6539,0,-2046,-2,0,1785,778,-16,3,0049,08fa,0,-26,8196,0,00,1,1,1,0,0,0,1,0,-1340,-1529
6540,6540,0,-2046,-2,0,1785,778,-16,3,0049,08fa,0,24,8196,0,00,1,1,1,0,0,0,1,0,863,-435
6541,6541,0,2,-2046,0,2219,576,11,11,0049,08fa,0,15,8196,0,00,1,1,1,0,0,0,1,0,2047,742
6542,6542,0,2,-2046,0,2219,576,11,11,0049,08fa,0,9,8196,0,00,1,1,1,0,0,0,1,0,1425,1193
6543,6543,0,2046,2,0,2484,339,39,18,0049,08fa,0,-4,8196,0,00,1,1,1,0,0,0,1,0,78,756
6544,6544,0,2046,2,0,2484,339,39,18,0049,08fa,0,-29,8196,0,00,1,1,1,0,0,0,1,0,-727,35
6545,6545,0,-2,2046,0,2678,-16,70,26,0049,08fa,0,15,8196,0,00,1,1,1,0,0,0,1,0,-1308,-46
6546,6546,0,-2,2046,0,2678,-16,70,26,0049,08fa,0,0,8196,0,00,1,1,1,0,0,0,1,0,-1506,-768
6547,6547,0,-2046,-2,0,2470,319,92,32,0049,08fa,0,-19,8196,0,00,1,1,1,0,0,0,1,0,-1332,-1516
6548,6548,0,-2046,-2,0,2470,319,92,32,0049,08fa,0,-41,8196,0,00,1,1,1,0,0,0,1,0,831,-464
6549,6549,0,2,-2046,0,2484,319,109,36,0049,08fa,0,-54,8196,0,00,1,1,1,0,0,0,1,0,2047,750
6550,6550,0,2,-2046,0,2484,319,109,36,0049,08fa,0,-60,8196,0,00,1,1,1,0,0,0,1,0,2047,750
6551,6551,0,2046,2,0,2300,852,91,38,0049,08fa,0,57,8196,0,00,1,1,1,0,0,0,1,0,1422,1183
6552,6552,0,2046,2,0,2300,852,91,38,083e,0272,1,42,8196,0,00,1,1,1,0,0,0,1,0,77,745
6553,6553,0,-2,2046,0,2252,830,92,39,083e,0272,0,33,8197,0,00,1,1,1,0,0,0,0,1,-752,57
6554,6554,0,-2,2046,0,2252,830,92,39,083e,0272,0,32,8197,0,00,1,1,1,0,0,0,0,0,-1333,-40
6555,6555,0,-2046,-2,0,1867,1427,69,36,083e,0272,0,29,8197,0,00,1,1,1,0,0,0,0,0,-1414,-832
6556,6556,0,-2046,-2,0,1867,1427,69,36,083e,0272,0,26,8197,0,00,1,1,1,0,0,0,0,0,-1612,-1513
6557,6557,0,2,-2046,0,1819,1483,66,33,083e,0272,0,31,8197,0,00,1,1,1,0,0,0,0,0,-1456,-437
6558,6558,0,2,-2046,0,1819,1483,66,33,083e,0272,0,-19,8197,0,00,1,1,1,0,0,0,0,0,-1147,396
6559,6559,0,-2046,-2,0,1597,1998,22,28,083e,0272,0,-3,8197,0,00,1,1,1,0,0,0,0,0,-1347,-740
6560,6560,0,-2046,-2,0,1597,1998,22,28,083e,0272,0,17,8197,0,00,1,1,1,0,0,0,0,0,-1442,-1632
6561,6561,0,2,-2046,0,1562,1815,16,23,083e,0272,0,-23,8197,0,00,1,1,1,0,0,0,0,0,836,-434
6562,6562,0,2,-2046,0,1562,1815,16,23,083e,0272,0,0,8197,0,00,1,1,1,0,0,0,0,0,2047,778
6563,6563,0,2046,2,0,1266,1808,-22,19,083e,0272,0,-44,8197,0,00,1,1,1,0,0,0,0,0,1448,1177
6564,6564,0,2046,2,0,1266,1808,-22,19,083e,0272,0,-22,8197,0,00,1,1,1,0,0,0,0,0,72,724
6565,6565,0,-2,2046,0,1146,1300,-14,14,083e,0272,0,-3,8197,0,00,1,1,1,0,0,0,0,0,-731,59
6566,6566,0,-2,2046,0,1146,1300,-14,14,083e,0272,0,9,8197,0,00,1,1,1,0,0,0,0,0,-1313,-8
6567,6567,0,-2046,-2,0,692,875,-26,10,083e,0272,0,21,8197,0,00,1,1,1,0,0,0,0,0,-1313,-8
6568,6568,0,-2046,-2,0,692,875,-26,10,083e,0272,0,-25,8197,0,00,1,1,1,0,0,0,0,0,-1456,-803
6569,6569,0,2,-2046,0,618,195,-6,6,083e,0272,0,-15,8197,0,00,1,1,1,0,0,0,0,0,-1450,-1555
6570,6570,0,2,-2046,0,618,195,-6,6,083e,0272,0,-19,8197,0,00,1,1,1,0,0,0,0,0,905,-439
6571,6571,0,2046,2,0,211,-582,-5,1,083e,0272,0,-21,8197,0,00,1,1,1,0,0,0,0,0,2047,765
6572,6572,0,2046,2,0,211,-582,-5,1,083e,0272,0,-18,8197,0,00,1,1,1,0,0,0,0,0,1449,1194
6573,6573,0,-2,2046,0,32,-1290,5,-5,083e,0272,0,-26,8197,0,00,1,1,1,0,0,0,0,0,76,741
6574,6574,0,-2,2046,0,32,-1290,5,-5,083e,0272,0,17,8197,0,00,1,1,1,0,0,0,0,0,-721,34
6575,6575,0,-2046,-2,0,-152,-1854,-5,-12,083e,0272,0,1,8197,0,00,1,1,1,0,0,0,0,0,-1339,-13
6576,6576,0,-2046,-2,0,-152,-1854,-5,-12,083e,0272,0,-14,8197,0,00,1,1,1,0,0,0,0,0,-1427,-791
6577,6577,0,2,-2046,0,-79,-2357,-26,-21,083e,0272,0,-32,8197,0,00,1,1,1,0,0,0,0,0,-1477,-1517
6578,6578,0,2,-2046,0,-79,-2357,-26,-21,083e,0272,0,8,8197,0,00,1,1,1,0,0,0,0,0,899,-449
6579,6579,0,2046,2,0,-392,-2704,-53,-28,083e,0272,0,-10,8197,0,00,1,1,1,0,0,0,0,0,2047,746
6580,6580,0,2046,2,0,-392,-2704,-53,-28,083e,0272,0,-24,8197,0,00,1,1,1,0,0,0,0,0,1421,1178
6581,6581,0,-2,2046,0,31,-2768,-85,-34,083e,0272,0,-38,8197,0,00,1,1,1,0,0,0,0,0,75,751
6582,6582,0,-2,2046,0,31,-2768,-85,-34,083e,0272,0,-1,8197,0,00,1,1,1,0,0,0,0,0,-729,46
6583,6583,0,-2046,-2,0,-85,-2830,-110,-38,083e,0272,0,46,8197,0,00,1,1,1,0,0,0,0,0,-729,46
6584,6584,0,-2046,-2,0,-85,-2830,-110,-38,004c,fba7,1,33,8197,0,00,1,1,1,0,0,0,0,0,-1277,-52
6585,6585,0,2,-2046,0,482,-2416,-117,-39,004c,fba7,0,17,8196,1,01,1,1,1,0,1,3,0,1,-1455,-831
6586,6586,0,2,-2046,0,482,-2416,-117,-39,004c,fba7,0,4,8196,1,01,1,1,1,0,1,3,0,0,-1438,-1495
6587,6587,0,2046,2,0,673,-2234,-123,-37,004c,fba7,0,-3,8196,1,01,1,1,1,0,1,3,0,0,870,-420
6588,6588,0,2046,2,0,673,-2234,-123,-37,004c,fba7,0,-4,8196,1,01,1,1,1,0,1,3,0,0,2047,725
6589,6589,0,-2,2046,0,1296,-1901,-86,-33,004c,fba7,0,-7,8196,1,01,1,1,1,0,1,3,0,0,1456,1202
6590,6590,0,-2,2046,0,1296,-1901,-86,-33,004c,fba7,0,-8,8196,1,01,1,1,1,0,1,3,0,0,398,644
6591,6591,0,2046,2,0,1341,-1693,-70,-28,004c,fba7,0,-2,8196,1,01,1,1,1,0,1,3,0,0,1425,-597
6592,6592,0,2046,2,0,1341,-1693,-70,-28,004c,fba7,0,16,8196,1,01,1,1,1,0,1,3,0,0,2047,-311
6593,6593,0,-2,2046,0,1759,-1445,-30,-22,004c,fba7,0,29,8196,1,01,1,1,1,0,1,3,0,0,1372,1135
6594,6594,0,-2,2046,0,1759,-1445,-30,-22,004c,fba7,0,-19,8196,1,01,1,1,1,0,1,3,0,0,140,924
6595,6595,0,-2046,-2,0,1449,-1099,-17,-17,004c,fba7,0,1,8196,1,01,1,1,1,0,1,3,0,0,-757,51
6596,6596,0,-2046,-2,0,1449,-1099,-17,-17,004c,fba7,0,-38,8196,1,01,1,1,1,0,1,3,0,0,-1323,-38
6597,6597,0,2,-2046,0,1555,-1052,15,-14,004c,fba7,0,-13,8196,1,01,1,1,1,0,1,3,0,0,-1491,-821
6598,6598,0,2,-2046,0,1555,-1052,15,-14,004c,fba7,0,13,8196,1,01,1,1,1,0,1,3,0,0,-1326,-1537
6599,6599,0,2046,2,0,1117,-1106,13,-12,004c,fba7,0,-26,8196,1,01,1,1,1,0,1,3,0,0,-1326,-1537
6600,6600,0,2046,2,0,1117,-1106,13,-12,004c,fba7,0,-7,8196,1,01,1,1,1,0,1,3,0,0,855,-445
6601,6601,0,-2,2046,0,556,-756,20,-11,004c,fba7,0,11,8196,1,01,1,1,1,0,1,3,0,0,2047,754
6602,6602,0,-2,2046,0,556,-756,20,-11,004c,fba7,0,31,8196,1,01,1,1,1,0,1,3,0,0,1437,1193
6603,6603,0,-2046,-2,0,-45,-593,0,-10,004c,fba7,0,-20,8196,1,01,1,1,1,0,1,3,0,0,93,697
6604,6604,0,-2046,-2,0,-45,-593,0,-10,004c,fba7,0,-14,8196,1,01,1,1,1,0,1,3,0,0,-724,57
6605,6605,0,2,-2046,0,-607,-395,-5,-7,004c,fba7,0,-10,8196,1,01,1,1,1,0,1,3,0,0,-1336,-37
6606,6606,0,2,-2046,0,-607,-395,-5,-7,004c,fba7,0,-9,8196,1,01,1,1,1,0,1,3,0,0,-1496,-779
6607,6607,0,2046,2,0,-1183,-347,-6,-2,004c,fba7,0,-16,8196,1,01,1,1,1,0,1,3,0,0,-1365,-1521
6608,6608,0,2046,2,0,-1183,-347,-6,-2,004c,fba7,0,-25,8196,1,01,1,1,1,0,1,3,0,0,826,-447
