Sample in Buffer,Sample in Window,TRIGGER,DAC_I[11:0],DAC_Q[11:0],tx_serial,I_16M[15:0],Q_16M[15:0],error_tdata[15:0],feedback_tdata[15:0],I_1M[15:0],Q_1M[15:0],clk_1M_out,gardner_error[15:0],gardner_increment[15:0],BPSK_raw,QPSK_raw[1:0],SD_flag,PD_flag,BD_flag,rx_data_tlast,BPSK,QPSK[1:0],rx_serial,Rx_valid,ADC_I[11:0],ADC_Q[11:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,HEX,SIGNED,SIGNED,HEX,BINARY,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED,SIGNED
203,203,0,-2046,-2,0,1743,1795,-23,-15,fa0a,fcac,0,-29,8191,1,11,1,1,1,0,1,3,0,0,792,-449
204,204,0,-2046,-2,0,1743,1795,-23,-15,fa0a,fcac,0,-20,8191,1,11,1,1,1,0,1,3,0,0,2047,611
205,205,0,2,-2046,0,1603,1393,-20,-13,fa0a,fcac,0,5,8191,1,11,1,1,1,0,1,3,0,0,1443,1220
206,206,0,2,-2046,0,1603,1393,-20,-13,fa0a,fcac,0,43,8191,1,11,1,1,1,0,1,3,0,0,101,742
207,207,0,2046,2,0,1443,1117,-3,-9,fa0a,fcac,0,9,8191,1,11,1,1,1,0,1,3,0,0,-741,43
208,208,0,2046,2,0,1443,1117,-3,-9,fa0a,fcac,0,-35,8191,1,11,1,1,1,0,1,3,0,0,-1358,-24
209,209,0,-2,2046,0,1295,852,9,-6,fa0a,fcac,0,-10,8191,1,11,1,1,1,0,1,3,0,0,-1496,-814
210,210,0,-2,2046,0,1295,852,9,-6,fa0a,fcac,0,23,8191,1,11,1,1,1,0,1,3,0,0,-1443,-1523
211,211,0,-2046,-2,0,689,17,12,-3,fa0a,fcac,0,-20,8191,1,11,1,1,1,0,1,3,0,0,921,-467
212,212,0,-2046,-2,0,689,17,12,-3,fa0a,fcac,0,-4,8191,1,11,1,1,1,0,1,3,0,0,2047,730
213,213,0,2,-2046,0,370,-343,14,0,fa0a,fcac,0,9,8191,1,11,1,1,1,0,1,3,0,0,1462,1224
214,214,0,2,-2046,0,370,-343,14,0,fa0a,fcac,0,18,8191,1,11,1,1,1,0,1,3,0,0,35,732
215,215,0,2046,2,0,-406,-1103,7,1,fa0a,fcac,0,21,8191,1,11,1,1,1,0,1,3,0,0,35,732
216,216,0,2046,2,0,-406,-1103,7,1,fa0a,fcac,0,19,8191,1,11,1,1,1,0,1,3,0,0,-737,43
217,217,0,-2,2046,0,-784,-1055,0,1,061b,052c,1,14,8191,1,11,1,1,1,0,1,3,1,1,-1464,-88
218,218,0,-2,2046,0,-784,-1055,0,1,061b,052c,0,5,8193,0,00,1,1,1,0,0,0,1,0,-1270,-649
219,219,0,-2046,-2,0,-1115,-1298,-17,1,061b,052c,0,-7,8193,0,00,1,1,1,0,0,0,1,0,758,-479
220,220,0,-2046,-2,0,-1115,-1298,-17,1,061b,052c,0,-19,8193,0,00,1,1,1,0,0,0,1,0,2047,621
221,221,0,2,-2046,0,-1674,-1349,-8,1,061b,052c,0,19,8193,0,00,1,1,1,0,0,0,1,0,1460,1195
222,222,0,2,-2046,0,-1674,-1349,-8,1,061b,052c,0,-25,8193,0,00,1,1,1,0,0,0,1,0,91,745
223,223,0,-2046,-2,0,-1814,-1332,-7,0,061b,052c,0,3,8193,0,00,1,1,1,0,0,0,1,0,-765,68
224,224,0,-2046,-2,0,-1814,-1332,-7,0,061b,052c,0,-15,8193,0,00,1,1,1,0,0,0,1,0,-1352,-39
225,225,0,2,-2046,0,-1891,-1283,14,0,061b,052c,0,17,8193,0,00,1,1,1,0,0,0,1,0,-1447,-808
226,226,0,2,-2046,0,-1891,-1283,14,0,061b,052c,0,-25,8193,0,00,1,1,1,0,0,0,1,0,-1646,-1552
227,227,0,2046,2,0,-1961,-1246,23,1,061b,052c,0,-47,8193,0,00,1,1,1,0,0,0,1,0,-1469,-465
228,228,0,2046,2,0,-1961,-1246,23,1,061b,052c,0,6,8193,0,00,1,1,1,0,0,0,1,0,-1177,422
229,229,0,-2,2046,0,-1809,-1385,29,2,061b,052c,0,-7,8193,0,00,1,1,1,0,0,0,1,0,-1429,-716
230,230,0,-2,2046,0,-1809,-1385,29,2,061b,052c,0,-20,8193,0,00,1,1,1,0,0,0,1,0,-1418,-1650
231,231,0,-2046,-2,0,-1853,-1396,34,5,061b,052c,0,-23,8193,0,00,1,1,1,0,0,0,1,0,-1418,-1650
232,232,0,-2046,-2,0,-1853,-1396,34,5,061b,052c,0,-21,8193,0,00,1,1,1,0,0,0,1,0,857,-469
233,233,0,2,-2046,0,-1725,-1279,20,8,061b,052c,0,-21,8193,0,00,1,1,1,0,0,0,1,0,2047,775
234,234,0,2,-2046,0,-1725,-1279,20,8,061b,052c,0,-14,8193,0,00,1,1,1,0,0,0,1,0,1290,1195
235,235,0,2046,2,0,-1547,-1200,22,11,061b,052c,0,-6,8193,0,00,1,1,1,0,0,0,1,0,-853,738
236,236,0,2046,2,0,-1547,-1200,22,11,061b,052c,0,2,8193,0,00,1,1,1,0,0,0,1,0,-1512,-55
237,237,0,-2,2046,0,-1590,-955,20,13,061b,052c,0,29,8193,0,00,1,1,1,0,0,0,1,0,-1506,-988
238,238,0,-2,2046,0,-1590,-955,20,13,061b,052c,0,2,8193,0,00,1,1,1,0,0,0,1,0,-1273,-1482
239,239,0,-2046,-2,0,-1227,-587,14,15,061b,052c,0,31,8193,0,00,1,1,1,0,0,0,1,0,779,-423
240,240,0,-2046,-2,0,-1227,-587,14,15,061b,052c,0,-13,8193,0,00,1,1,1,0,0,0,1,0,2047,726
241,241,0,2,-2046,0,-1072,-326,24,16,061b,052c,0,18,8193,0,00,1,1,1,0,0,0,1,0,1463,1181
242,242,0,2,-2046,0,-1072,-326,24,16,061b,052c,0,-4,8193,0,00,1,1,1,0,0,0,1,0,83,759
243,243,0,2046,2,0,-430,458,17,15,061b,052c,0,19,8193,0,00,1,1,1,0,0,0,1,0,-793,78
244,244,0,2046,2,0,-430,458,17,15,061b,052c,0,-37,8193,0,00,1,1,1,0,0,0,1,0,-1326,-42
245,245,0,-2,2046,0,-2,689,15,12,061b,052c,0,-29,8193,0,00,1,1,1,0,0,0,1,0,-1504,-815
246,246,0,-2,2046,0,-2,689,15,12,061b,052c,0,-17,8193,0,00,1,1,1,0,0,0,1,0,-1398,-1535
247,247,0,-2046,-2,0,490,1381,-1,9,061b,052c,0,-10,8193,0,00,1,1,1,0,0,0,1,0,-1398,-1535
248,248,0,-2046,-2,0,490,1381,-1,9,061b,052c,0,-4,8193,0,00,1,1,1,0,0,0,1,0,884,-432
249,249,0,2,-2046,0,974,1524,-8,5,fa24,fca1,1,-4,8193,0,00,1,1,1,0,0,0,0,1,2047,735
250,250,0,2,-2046,0,974,1524,-8,5,fa24,fca1,0,-15,8191,1,11,1,1,1,0,1,3,0,0,1319,1150
251,251,0,2046,2,0,1323,1796,-26,1,fa24,fca1,0,-25,8191,1,11,1,1,1,0,1,3,0,0,-862,724
252,252,0,2046,2,0,1323,1796,-26,1,fa24,fca1,0,31,8191,1,11,1,1,1,0,1,3,0,0,-1482,-39
253,253,0,-2,2046,0,1565,1911,-21,-3,fa24,fca1,0,11,8191,1,11,1,1,1,0,1,3,0,0,-1451,-947
254,254,0,-2,2046,0,1565,1911,-21,-3,fa24,fca1,0,-23,8191,1,11,1,1,1,0,1,3,0,0,-1486,-1480
255,255,0,2046,2,0,1730,2183,-23,-7,fa24,fca1,0,15,8191,1,11,1,1,1,0,1,3,0,0,931,-427
256,256,0,2046,2,0,1730,2183,-23,-7,fa24,fca1,0,-2,8191,1,11,1,1,1,0,1,3,0,0,2047,715
257,257,0,-2,2046,0,1809,2229,-19,-10,fa24,fca1,0,-29,8191,1,11,1,1,1,0,1,3,0,0,1481,1188
258,258,0,-2,2046,0,1809,2229,-19,-10,fa24,fca1,0,2,8191,1,11,1,1,1,0,1,3,0,0,356,645
259,259,0,-2046,-2,0,1888,2206,-28,-12,fa24,fca1,0,-21,8191,1,11,1,1,1,0,1,3,0,0,1451,-600
260,260,0,-2046,-2,0,1888,2206,-28,-12,fa24,fca1,0,34,8191,1,11,1,1,1,0,1,3,0,0,2047,-338
261,261,0,2,-2046,0,1859,2225,-26,-14,fa24,fca1,0,26,8191,1,11,1,1,1,0,1,3,0,0,1384,1153
262,262,0,2,-2046,0,1859,2225,-26,-14,fa24,fca1,0,16,8191,1,11,1,1,1,0,1,3,0,0,124,948
263,263,0,2046,2,0,1693,2105,-20,-15,fa24,fca1,0,10,8191,1,11,1,1,1,0,1,3,0,0,124,948
264,264,0,2046,2,0,1693,2105,-20,-15,fa24,fca1,0,5,8191,1,11,1,1,1,0,1,3,0,0,-733,46
265,265,0,-2,2046,0,1690,2079,-23,-15,fa24,fca1,0,7,8191,1,11,1,1,1,0,1,3,0,0,-1451,-123
266,266,0,-2,2046,0,1690,2079,-23,-15,fa24,fca1,0,22,8191,1,11,1,1,1,0,1,3,0,0,-1289,-639
267,267,0,-2046,-2,0,1714,1828,-24,-13,fa24,fca1,0,-31,8191,1,11,1,1,1,0,1,3,0,0,796,-475
268,268,0,-2046,-2,0,1714,1828,-24,-13,fa24,fca1,0,-20,8191,1,11,1,1,1,0,1,3,0,0,2047,621
269,269,0,2,-2046,0,1560,1429,-23,-11,fa24,fca1,0,5,8191,1,11,1,1,1,0,1,3,0,0,1439,1251
270,270,0,2,-2046,0,1560,1429,-23,-11,fa24,fca1,0,42,8191,1,11,1,1,1,0,1,3,0,0,90,722
271,271,0,2046,2,0,1398,1149,-7,-8,fa24,fca1,0,8,8191,1,11,1,1,1,0,1,3,0,0,-774,52
272,272,0,2046,2,0,1398,1149,-7,-8,fa24,fca1,0,-37,8191,1,11,1,1,1,0,1,3,0,0,-1332,-25
273,273,0,-2,2046,0,1252,888,5,-5,fa24,fca1,0,-11,8191,1,11,1,1,1,0,1,3,0,0,-1500,-802
274,274,0,-2,2046,0,1252,888,5,-5,fa24,fca1,0,20,8191,1,11,1,1,1,0,1,3,0,0,-1476,-1528
275,275,0,-2046,-2,0,660,47,9,-3,fa24,fca1,0,-22,8191,1,11,1,1,1,0,1,3,0,0,916,-449
276,276,0,-2046,-2,0,660,47,9,-3,fa24,fca1,0,-7,8191,1,11,1,1,1,0,1,3,0,0,2047,729
277,277,0,2,-2046,0,345,-320,11,-1,fa24,fca1,0,5,8191,1,11,1,1,1,0,1,3,0,0,1460,1212
278,278,0,2,-2046,0,345,-320,11,-1,fa24,fca1,0,15,8191,1,11,1,1,1,0,1,3,0,0,68,742
279,279,0,2046,2,0,-413,-1090,6,0,fa24,fca1,0,20,8191,1,11,1,1,1,0,1,3,0,0,68,742
280,280,0,2046,2,0,-413,-1090,6,0,fa24,fca1,0,14,8191,1,11,1,1,1,0,1,3,0,0,-699,68
281,281,0,-2,2046,0,-779,-1058,0,0,05ef,054f,1,12,8191,1,11,1,1,1,0,1,3,1,1,-1411,-101
282,282,0,-2,2046,0,-779,-1058,0,0,05ef,054f,0,3,8193,0,00,1,1,1,0,0,0,1,0,-1287,-622
283,283,0,-2046,-2,0,-1106,-1303,-16,0,05ef,054f,0,-7,8193,0,00,1,1,1,0,0,0,1,0,751,-456
284,284,0,-2046,-2,0,-1106,-1303,-16,0,05ef,054f,0,-17,8193,0,00,1,1,1,0,0,0,1,0,2047,603
285,285,0,2,-2046,0,-1658,-1367,-8,0,05ef,054f,0,21,8193,0,00,1,1,1,0,0,0,1,0,1458,1231
286,286,0,2,-2046,0,-1658,-1367,-8,0,05ef,054f,0,-24,8193,0,00,1,1,1,0,0,0,1,0,81,744
287,287,0,-2046,-2,0,-1795,-1353,-8,0,05ef,054f,0,7,8193,0,00,1,1,1,0,0,0,1,0,-772,61
288,288,0,-2046,-2,0,-1795,-1353,-8,0,05ef,054f,0,-15,8193,0,00,1,1,1,0,0,0,1,0,-1352,-23
289,289,0,2,-2046,0,-1879,-1305,13,0,05ef,054f,0,17,8193,0,00,1,1,1,0,0,0,1,0,-1437,-823
290,290,0,2,-2046,0,-1879,-1305,13,0,05ef,054f,0,-21,8193,0,00,1,1,1,0,0,0,1,0,-1609,-1565
291,291,0,2046,2,0,-1960,-1275,21,1,05ef,054f,0,-45,8193,0,00,1,1,1,0,0,0,1,0,-1657,-429
292,292,0,2046,2,0,-1960,-1275,21,1,05ef,054f,0,6,8193,0,00,1,1,1,0,0,0,1,0,-1004,413
293,293,0,-2,2046,0,-1825,-1412,27,2,05ef,054f,0,-5,8193,0,00,1,1,1,0,0,0,1,0,-1455,-717
294,294,0,-2,2046,0,-1825,-1412,27,2,05ef,054f,0,-20,8193,0,00,1,1,1,0,0,0,1,0,-1512,-1631
295,295,0,-2046,-2,0,-1878,-1415,33,5,05ef,054f,0,-23,8193,0,00,1,1,1,0,0,0,1,0,-1512,-1631
296,296,0,-2046,-2,0,-1878,-1415,33,5,05ef,054f,0,-23,8193,0,00,1,1,1,0,0,0,1,0,926,-456
297,297,0,2,-2046,0,-1761,-1298,20,7,05ef,054f,0,-20,8193,0,00,1,1,1,0,0,0,1,0,2047,765
298,298,0,2,-2046,0,-1761,-1298,20,7,05ef,054f,0,-14,8193,0,00,1,1,1,0,0,0,1,0,1321,1202
299,299,0,2046,2,0,-1587,-1208,23,10,05ef,054f,0,-6,8193,0,00,1,1,1,0,0,0,1,0,-884,728
300,300,0,2046,2,0,-1587,-1208,23,10,05ef,054f,0,4,8193,0,00,1,1,1,0,0,0,1,0,-1504,-66
301,301,0,-2,2046,0,-1626,-959,21,12,05ef,054f,0,28,8193,0,00,1,1,1,0,0,0,1,0,-1516,-926
302,302,0,-2,2046,0,-1626,-959,21,12,05ef,054f,0,2,8193,0,00,1,1,1,0,0,0,1,0,-1275,-1478
303,303,0,-2046,-2,0,-1257,-587,16,13,05ef,054f,0,31,8193,0,00,1,1,1,0,0,0,1,0,744,-438
304,304,0,-2046,-2,0,-1257,-587,16,13,05ef,054f,0,-13,8193,0,00,1,1,1,0,0,0,1,0,2047,725
305,305,0,2,-2046,0,-1086,-316,26,14,05ef,054f,0,19,8193,0,00,1,1,1,0,0,0,1,0,1478,1179
306,306,0,2,-2046,0,-1086,-316,26,14,05ef,054f,0,-3,8193,0,00,1,1,1,0,0,0,1,0,30,730
307,307,0,2046,2,0,-436,476,18,13,05ef,054f,0,20,8193,0,00,1,1,1,0,0,0,1,0,-759,64
308,308,0,2046,2,0,-436,476,18,13,05ef,054f,0,-37,8193,0,00,1,1,1,0,0,0,1,0,-1341,-23
309,309,0,-2,2046,0,6,708,16,11,05ef,054f,0,-29,8193,0,00,1,1,1,0,0,0,1,0,-1463,-850
310,310,0,-2,2046,0,6,708,16,11,05ef,054f,0,-17,8193,0,00,1,1,1,0,0,0,1,0,-1489,-1542
311,311,0,-2046,-2,0,506,1409,-1,8,05ef,054f,0,-10,8193,0,00,1,1,1,0,0,0,1,0,-1489,-1542
312,312,0,-2046,-2,0,506,1409,-1,8,05ef,054f,0,-3,8193,0,00,1,1,1,0,0,0,1,0,917,-412
313,313,0,2,-2046,0,1003,1555,-8,4,fa02,fc9e,1,-5,8193,0,00,1,1,1,0,0,0,0,1,2047,780
314,314,0,2,-2046,0,1003,1555,-8,4,fa02,fc9e,0,-14,8191,1,11,1,1,1,0,1,3,0,0,1359,1195
315,315,0,2046,2,0,1347,1828,-27,1,fa02,fc9e,0,-26,8191,1,11,1,1,1,0,1,3,0,0,-880,744
316,316,0,2046,2,0,1347,1828,-27,1,fa02,fc9e,0,29,8191,1,11,1,1,1,0,1,3,0,0,-1485,-46
317,317,0,-2,2046,0,1596,1941,-22,-3,fa02,fc9e,0,10,8191,1,11,1,1,1,0,1,3,0,0,-1520,-950
318,318,0,-2,2046,0,1596,1941,-22,-3,fa02,fc9e,0,-23,8191,1,11,1,1,1,0,1,3,0,0,-1377,-1461
319,319,0,2046,2,0,1753,2209,-24,-6,fa02,fc9e,0,16,8191,1,11,1,1,1,0,1,3,0,0,868,-449
320,320,0,2046,2,0,1753,2209,-24,-6,fa02,fc9e,0,-5,8191,1,11,1,1,1,0,1,3,0,0,2047,719
321,321,0,-2,2046,0,1826,2249,-19,-9,fa02,fc9e,0,-31,8191,1,11,1,1,1,0,1,3,0,0,1453,1222
322,322,0,-2,2046,0,1826,2249,-19,-9,fa02,fc9e,0,0,8191,1,11,1,1,1,0,1,3,0,0,374,640
323,323,0,-2046,-2,0,1897,2222,-28,-12,fa02,fc9e,0,-20,8191,1,11,1,1,1,0,1,3,0,0,1451,-612
324,324,0,-2046,-2,0,1897,2222,-28,-12,fa02,fc9e,0,34,8191,1,11,1,1,1,0,1,3,0,0,2047,-316
325,325,0,2,-2046,0,1862,2218,-27,-14,fa02,fc9e,0,21,8191,1,11,1,1,1,0,1,3,0,0,1381,1127
326,326,0,2,-2046,0,1862,2218,-27,-14,fa02,fc9e,0,13,8191,1,11,1,1,1,0,1,3,0,0,89,926
327,327,0,2046,2,0,1691,2097,-21,-15,fa02,fc9e,0,6,8191,1,11,1,1,1,0,1,3,0,0,89,926
328,328,0,2046,2,0,1691,2097,-21,-15,fa02,fc9e,0,2,8191,1,11,1,1,1,0,1,3,0,0,-716,72
329,329,0,-2,2046,0,1694,2062,-23,-15,fa02,fc9e,0,5,8191,1,11,1,1,1,0,1,3,0,0,-1457,-72
330,330,0,-2,2046,0,1694,2062,-23,-15,fa02,fc9e,0,19,8191,1,11,1,1,1,0,1,3,0,0,-1289,-647
331,331,0,-2046,-2,0,1711,1803,-24,-14,fa02,fc9e,0,-31,8191,1,11,1,1,1,0,1,3,0,0,809,-447
332,332,0,-2046,-2,0,1711,1803,-24,-14,fa02,fc9e,0,-21,8191,1,11,1,1,1,0,1,3,0,0,2047,616
333,333,0,2,-2046,0,1563,1400,-22,-12,fa02,fc9e,0,4,8191,1,11,1,1,1,0,1,3,0,0,1417,1229
334,334,0,2,-2046,0,1563,1400,-22,-12,fa02,fc9e,0,42,8191,1,11,1,1,1,0,1,3,0,0,123,756
335,335,0,2046,2,0,1403,1121,-5,-9,fa02,fc9e,0,8,8191,1,11,1,1,1,0,1,3,0,0,-768,38
336,336,0,2046,2,0,1403,1121,-5,-9,fa02,fc9e,0,-36,8191,1,11,1,1,1,0,1,3,0,0,-1340,-39
337,337,0,-2,2046,0,1253,864,7,-6,fa02,fc9e,0,-8,8191,1,11,1,1,1,0,1,3,0,0,-1503,-805
338,338,0,-2,2046,0,1253,864,7,-6,fa02,fc9e,0,24,8191,1,11,1,1,1,0,1,3,0,0,-1449,-1525
339,339,0,-2046,-2,0,660,32,10,-4,fa02,fc9e,0,-19,8191,1,11,1,1,1,0,1,3,0,0,894,-456
340,340,0,-2046,-2,0,660,32,10,-4,fa02,fc9e,0,-4,8191,1,11,1,1,1,0,1,3,0,0,2047,763
341,341,0,2,-2046,0,352,-328,12,-2,fa02,fc9e,0,8,8191,1,11,1,1,1,0,1,3,0,0,1472,1217
342,342,0,2,-2046,0,352,-328,12,-2,fa02,fc9e,0,20,8191,1,11,1,1,1,0,1,3,0,0,24,711
343,343,0,2046,2,0,-411,-1092,6,-1,fa02,fc9e,0,21,8191,1,11,1,1,1,0,1,3,0,0,24,711
344,344,0,2046,2,0,-411,-1092,6,-1,fa02,fc9e,0,20,8191,1,11,1,1,1,0,1,3,0,0,-688,81
345,345,0,-2,2046,0,-772,-1052,0,-1,05f3,0532,1,13,8191,1,11,1,1,1,0,1,3,1,1,-1424,-51
346,346,0,-2,2046,0,-772,-1052,0,-1,05f3,0532,0,5,8193,0,00,1,1,1,0,0,0,1,0,-1330,-624
347,347,0,-2046,-2,0,-1103,-1296,-16,-1,05f3,0532,0,-5,8193,0,00,1,1,1,0,0,0,1,0,809,-427
348,348,0,-2046,-2,0,-1103,-1296,-16,-1,05f3,0532,0,-18,8193,0,00,1,1,1,0,0,0,1,0,2047,598
349,349,0,2,-2046,0,-1651,-1352,-8,0,05f3,0532,0,19,8193,0,00,1,1,1,0,0,0,1,0,1447,1201
350,350,0,2,-2046,0,-1651,-1352,-8,0,05f3,0532,0,-27,8193,0,00,1,1,1,0,0,0,1,0,93,755
351,351,0,-2046,-2,0,-1787,-1338,-8,0,05f3,0532,0,7,8193,0,00,1,1,1,0,0,0,1,0,-738,75
352,352,0,-2046,-2,0,-1787,-1338,-8,0,05f3,0532,0,-17,8193,0,00,1,1,1,0,0,0,1,0,-1412,-36
353,353,0,2,-2046,0,-1869,-1292,13,0,05f3,0532,0,17,8193,0,00,1,1,1,0,0,0,1,0,-1422,-815
354,354,0,2,-2046,0,-1869,-1292,13,0,05f3,0532,0,-23,8193,0,00,1,1,1,0,0,0,1,0,-1602,-1537
355,355,0,2046,2,0,-1946,-1263,21,1,05f3,0532,0,-45,8193,0,00,1,1,1,0,0,0,1,0,-1527,-441
356,356,0,2046,2,0,-1946,-1263,21,1,05f3,0532,0,7,8193,0,00,1,1,1,0,0,0,1,0,-1139,440
357,357,0,-2,2046,0,-1806,-1409,27,2,05f3,0532,0,-8,8193,0,00,1,1,1,0,0,0,1,0,-1473,-716
358,358,0,-2,2046,0,-1806,-1409,27,2,05f3,0532,0,-17,8193,0,00,1,1,1,0,0,0,1,0,-1374,-1660
359,359,0,-2046,-2,0,-1855,-1418,33,4,05f3,0532,0,-25,8193,0,00,1,1,1,0,0,0,1,0,-1374,-1660
360,360,0,-2046,-2,0,-1855,-1418,33,4,05f3,0532,0,-20,8193,0,00,1,1,1,0,0,0,1,0,793,-448
361,361,0,2,-2046,0,-1731,-1303,19,7,05f3,0532,0,-19,8193,0,00,1,1,1,0,0,0,1,0,2047,813
362,362,0,2,-2046,0,-1731,-1303,19,7,05f3,0532,0,-12,8193,0,00,1,1,1,0,0,0,1,0,1303,1188
363,363,0,2046,2,0,-1553,-1222,21,10,05f3,0532,0,-4,8193,0,00,1,1,1,0,0,0,1,0,-879,740
364,364,0,2046,2,0,-1553,-1222,21,10,05f3,0532,0,6,8193,0,00,1,1,1,0,0,0,1,0,-1435,-51
365,365,0,-2,2046,0,-1591,-980,19,12,05f3,0532,0,29,8193,0,00,1,1,1,0,0,0,1,0,-1500,-962
366,366,0,-2,2046,0,-1591,-980,19,12,05f3,0532,0,3,8193,0,00,1,1,1,0,0,0,1,0,-1450,-1486
367,367,0,-2046,-2,0,-1221,-607,14,13,05f3,0532,0,33,8193,0,00,1,1,1,0,0,0,1,0,894,-405
368,368,0,-2046,-2,0,-1221,-607,14,13,05f3,0532,0,-12,8193,0,00,1,1,1,0,0,0,1,0,2047,737
369,369,0,2,-2046,0,-1061,-345,23,14,05f3,0532,0,19,8193,0,00,1,1,1,0,0,0,1,0,1483,1160
370,370,0,2,-2046,0,-1061,-345,23,14,05f3,0532,0,-3,8193,0,00,1,1,1,0,0,0,1,0,68,765
371,371,0,2046,2,0,-417,445,17,13,05f3,0532,0,19,8193,0,00,1,1,1,0,0,0,1,0,-755,78
372,372,0,2046,2,0,-417,445,17,13,05f3,0532,0,-39,8193,0,00,1,1,1,0,0,0,1,0,-1351,-49
373,373,0,-2,2046,0,19,679,15,11,05f3,0532,0,-28,8193,0,00,1,1,1,0,0,0,1,0,-1511,-819
374,374,0,-2,2046,0,19,679,15,11,05f3,0532,0,-19,8193,0,00,1,1,1,0,0,0,1,0,-1352,-1531
375,375,0,-2046,-2,0,508,1379,-1,8,05f3,0532,0,-10,8193,0,00,1,1,1,0,0,0,1,0,-1352,-1531
376,376,0,-2046,-2,0,508,1379,-1,8,05f3,0532,0,-3,8193,0,00,1,1,1,0,0,0,1,0,773,-448
377,377,0,2,-2046,0,998,1530,-8,5,fa25,fc89,1,-7,8193,0,00,1,1,1,0,0,0,0,1,2047,786
378,378,0,2,-2046,0,998,1530,-8,5,fa25,fc89,0,-17,8191,1,11,1,1,1,0,1,3,0,0,1316,1179
379,379,0,2046,2,0,1340,1806,-26,1,fa25,fc89,0,-26,8191,1,11,1,1,1,0,1,3,0,0,-856,712
380,380,0,2046,2,0,1340,1806,-26,1,fa25,fc89,0,30,8191,1,11,1,1,1,0,1,3,0,0,-1514,-32
381,381,0,-2,2046,0,1589,1920,-21,-3,fa25,fc89,0,11,8191,1,11,1,1,1,0,1,3,0,0,-1512,-926
382,382,0,-2,2046,0,1589,1920,-21,-3,fa25,fc89,0,-23,8191,1,11,1,1,1,0,1,3,0,0,-1314,-1486
383,383,0,2046,2,0,1744,2195,-23,-6,fa25,fc89,0,15,8191,1,11,1,1,1,0,1,3,0,0,792,-431
384,384,0,2046,2,0,1744,2195,-23,-6,fa25,fc89,0,-4,8191,1,11,1,1,1,0,1,3,0,0,2047,732
385,385,0,-2,2046,0,1821,2241,-18,-9,fa25,fc89,0,-31,8191,1,11,1,1,1,0,1,3,0,0,1445,1209
386,386,0,-2,2046,0,1821,2241,-18,-9,fa25,fc89,0,0,8191,1,11,1,1,1,0,1,3,0,0,386,662
387,387,0,-2046,-2,0,1896,2216,-28,-12,fa25,fc89,0,-20,8191,1,11,1,1,1,0,1,3,0,0,1474,-614
388,388,0,-2046,-2,0,1896,2216,-28,-12,fa25,fc89,0,33,8191,1,11,1,1,1,0,1,3,0,0,2047,-330
389,389,0,2,-2046,0,1867,2228,-27,-14,fa25,fc89,0,25,8191,1,11,1,1,1,0,1,3,0,0,1372,1150
390,390,0,2,-2046,0,1867,2228,-27,-14,fa25,fc89,0,15,8191,1,11,1,1,1,0,1,3,0,0,98,940
391,391,0,2046,2,0,1702,2106,-21,-15,fa25,fc89,0,9,8191,1,11,1,1,1,0,1,3,0,0,98,940
392,392,0,2046,2,0,1702,2106,-21,-15,fa25,fc89,0,4,8191,1,11,1,1,1,0,1,3,0,0,-768,32
393,393,0,-2,2046,0,1704,2078,-23,-15,fa25,fc89,0,5,8191,1,11,1,1,1,0,1,3,0,0,-1422,-104
394,394,0,-2,2046,0,1704,2078,-23,-15,fa25,fc89,0,21,8191,1,11,1,1,1,0,1,3,0,0,-1279,-636
395,395,0,-2046,-2,0,1732,1819,-24,-14,fa25,fc89,0,-31,8191,1,11,1,1,1,0,1,3,0,0,820,-473
396,396,0,-2046,-2,0,1732,1819,-24,-14,fa25,fc89,0,-21,8191,1,11,1,1,1,0,1,3,0,0,2047,617
397,397,0,2,-2046,0,1583,1411,-22,-12,fa25,fc89,0,5,8191,1,11,1,1,1,0,1,3,0,0,1465,1221
398,398,0,2,-2046,0,1583,1411,-22,-12,fa25,fc89,0,43,8191,1,11,1,1,1,0,1,3,0,0,93,735
399,399,0,2046,2,0,1423,1130,-5,-9,fa25,fc89,0,9,8191,1,11,1,1,1,0,1,3,0,0,-757,43
400,400,0,2046,2,0,1423,1130,-5,-9,fa25,fc89,0,-37,8191,1,11,1,1,1,0,1,3,0,0,-1333,-7
401,401,0,-2,2046,0,1269,866,7,-6,fa25,fc89,0,-10,8191,1,11,1,1,1,0,1,3,0,0,-1432,-805
402,402,0,-2,2046,0,1269,866,7,-6,fa25,fc89,0,22,8191,1,11,1,1,1,0,1,3,0,0,-1589,-1530
403,403,0,-2046,-2,0,672,27,11,-4,fa25,fc89,0,-21,8191,1,11,1,1,1,0,1,3,0,0,989,-452
404,404,0,-2046,-2,0,672,27,11,-4,fa25,fc89,0,-5,8191,1,11,1,1,1,0,1,3,0,0,2047,747
405,405,0,2,-2046,0,356,-334,13,-2,fa25,fc89,0,9,8191,1,11,1,1,1,0,1,3,0,0,1433,1188
406,406,0,2,-2046,0,356,-334,13,-2,fa25,fc89,0,17,8191,1,11,1,1,1,0,1,3,0,0,63,737
407,407,0,2046,2,0,-412,-1102,6,-1,fa25,fc89,0,21,8191,1,11,1,1,1,0,1,3,0,0,63,737
